date,"Education, Science & Tech",Entertainment,Gaming,Howto & Style,Music,News & Politics,Others
"(2018, 17)",23250.0,85153.0,46062.0,13884.0,27135.0,39198.0,38717.0
"(2018, 18)",23969.0,83502.0,45566.0,13853.0,28978.0,39581.0,38576.0
"(2018, 19)",24603.0,85594.0,45369.0,13583.0,28390.0,40664.0,37612.0
"(2018, 20)",24631.0,87036.0,45797.0,13922.0,27763.0,39103.0,37113.0
"(2018, 21)",25436.0,84686.0,46670.0,14363.0,27813.0,38406.0,38001.0
"(2018, 22)",24595.0,85872.0,47711.0,14112.0,26788.0,38286.0,36058.0
"(2018, 23)",24916.0,86700.0,48651.0,14015.0,32948.0,41170.0,38808.0
"(2018, 24)",23990.0,86538.0,50384.0,13867.0,42561.0,40761.0,39126.0
"(2018, 25)",23821.0,84152.0,46686.0,13500.0,44084.0,39836.0,39456.0
"(2018, 26)",24186.0,87692.0,47572.0,13626.0,31300.0,39272.0,38944.0
"(2018, 27)",22687.0,85104.0,45607.0,13156.0,33496.0,38625.0,38675.0
"(2018, 28)",24263.0,89077.0,46780.0,13521.0,29964.0,42998.0,40347.0
"(2018, 29)",23657.0,89576.0,47921.0,13565.0,29462.0,44551.0,38670.0
"(2018, 30)",24659.0,86641.0,47544.0,13579.0,36761.0,51518.0,37861.0
"(2018, 31)",23815.0,87061.0,47081.0,13774.0,31076.0,44264.0,38715.0
"(2018, 32)",24542.0,86737.0,48002.0,13572.0,32218.0,43187.0,38573.0
"(2018, 33)",22954.0,87395.0,47890.0,13703.0,47397.0,42155.0,40731.0
"(2018, 34)",23399.0,85366.0,47990.0,13588.0,28029.0,41961.0,38330.0
"(2018, 35)",25549.0,93388.0,47882.0,13447.0,28585.0,44584.0,38674.0
"(2018, 36)",24987.0,87913.0,49775.0,13805.0,28078.0,46435.0,40904.0
"(2018, 37)",25244.0,88692.0,49525.0,14318.0,32503.0,46444.0,41295.0
"(2018, 38)",24203.0,91447.0,47973.0,13898.0,28879.0,46057.0,41716.0
"(2018, 39)",23869.0,92197.0,49613.0,14165.0,28589.0,47079.0,41444.0
"(2018, 40)",24220.0,90835.0,49614.0,14132.0,30028.0,49375.0,42993.0
"(2018, 41)",23862.0,90195.0,50550.0,14323.0,31470.0,50013.0,40295.0
"(2018, 42)",23747.0,86885.0,49888.0,14196.0,30861.0,48549.0,40283.0
"(2018, 43)",24715.0,88495.0,51864.0,14557.0,29316.0,52104.0,40831.0
"(2018, 44)",23148.0,90010.0,51793.0,14746.0,32357.0,51205.0,43196.0
"(2018, 45)",22934.0,85573.0,48988.0,14363.0,46581.0,49681.0,40637.0
"(2018, 46)",24707.0,88871.0,50010.0,14611.0,32042.0,52629.0,42522.0
"(2018, 47)",23585.0,86435.0,47687.0,14024.0,29341.0,51636.0,39398.0
"(2018, 48)",26066.0,89539.0,49139.0,15236.0,30893.0,55217.0,42140.0
"(2018, 49)",25933.0,91351.0,52160.0,16100.0,32851.0,55190.0,42124.0
"(2018, 50)",25340.0,91139.0,48862.0,15381.0,34903.0,54560.0,41786.0
"(2018, 51)",24582.0,89926.0,49744.0,15014.0,30044.0,52973.0,40409.0
"(2018, 52)",19801.0,79942.0,42991.0,12073.0,24640.0,46227.0,33073.0
"(2019, 01)",18294.0,70921.0,37367.0,10789.0,22888.0,42606.0,30263.0
"(2019, 02)",25241.0,88084.0,45791.0,14120.0,29922.0,56145.0,40005.0
"(2019, 03)",23652.0,86850.0,47757.0,14696.0,33882.0,58074.0,41886.0
"(2019, 04)",22992.0,90024.0,48899.0,14609.0,31211.0,58032.0,40108.0
"(2019, 05)",22912.0,91043.0,50338.0,14657.0,28498.0,58701.0,40494.0
"(2019, 06)",23262.0,88601.0,48657.0,14848.0,29076.0,59149.0,40842.0
"(2019, 07)",23651.0,90103.0,50470.0,14967.0,30754.0,60920.0,40823.0
"(2019, 08)",24102.0,89653.0,49741.0,14079.0,29848.0,60368.0,42148.0
"(2019, 09)",24296.0,88935.0,49891.0,15155.0,29545.0,61453.0,42980.0
"(2019, 10)",24372.0,88756.0,49367.0,14520.0,30433.0,64242.0,43457.0
"(2019, 11)",24821.0,89860.0,49211.0,14687.0,33835.0,65855.0,41554.0
"(2019, 12)",22717.0,91093.0,49630.0,14015.0,32235.0,62642.0,42116.0
"(2019, 13)",23735.0,92067.0,49947.0,14414.0,31497.0,66604.0,41577.0
"(2019, 14)",24184.0,93227.0,47610.0,14094.0,30758.0,66852.0,41766.0
"(2019, 15)",24743.0,92605.0,46314.0,14061.0,30293.0,66884.0,42250.0
"(2019, 16)",23429.0,88228.0,48164.0,13986.0,29555.0,66902.0,41181.0
"(2019, 17)",23771.0,86564.0,48318.0,13849.0,31399.0,67816.0,42266.0
"(2019, 18)",22993.0,87173.0,47140.0,13932.0,28428.0,68810.0,40943.0
"(2019, 19)",25052.0,94166.0,47373.0,14505.0,28924.0,70670.0,42143.0
"(2019, 20)",24134.0,90525.0,48928.0,14049.0,29012.0,72648.0,42352.0
"(2019, 21)",24081.0,89731.0,46875.0,13892.0,30482.0,73811.0,42187.0
"(2019, 22)",23145.0,89909.0,46345.0,13509.0,30721.0,70540.0,42725.0
"(2019, 23)",21896.0,87759.0,48011.0,13348.0,32056.0,67477.0,43867.0
"(2019, 24)",22859.0,86481.0,48620.0,13679.0,29725.0,73809.0,40684.0
"(2019, 25)",23153.0,87385.0,47557.0,13525.0,30071.0,75990.0,41341.0
"(2019, 26)",23466.0,86278.0,49147.0,13851.0,34101.0,76529.0,40593.0
"(2019, 27)",22709.0,85380.0,46893.0,13447.0,35255.0,75801.0,40251.0
"(2019, 28)",23084.0,88043.0,47113.0,13789.0,31042.0,77302.0,42257.0
"(2019, 29)",23050.0,88494.0,47823.0,13973.0,32143.0,79554.0,47636.0
"(2019, 30)",22824.0,86483.0,47023.0,14788.0,35261.0,79681.0,45843.0
"(2019, 31)",22842.0,84551.0,48793.0,15526.0,34715.0,78805.0,41323.0
"(2019, 32)",22543.0,85794.0,46778.0,13941.0,35033.0,76898.0,41267.0
"(2019, 33)",21455.0,83246.0,46660.0,13520.0,37683.0,72939.0,39801.0
"(2019, 34)",22732.0,84688.0,48313.0,13840.0,36965.0,78607.0,39421.0
"(2019, 35)",23083.0,87652.0,46767.0,13881.0,42564.0,79296.0,39566.0
"(2019, 36)",23714.0,87780.0,47145.0,14101.0,41906.0,78559.0,39146.0
"(2019, 37)",24752.0,86728.0,48313.0,14055.0,42465.0,79550.0,41312.0
"(2019, 38)",24750.0,88133.0,48111.0,14006.0,46442.0,81525.0,41230.0
"(2019, 39)",25406.0,89136.0,47280.0,14416.0,46599.0,80020.0,41501.0
"(2019, 40)",12243.0,43428.0,21035.0,6841.0,22356.0,41420.0,19657.0
"(2019, 41)",4.0,38.0,0.0,12.0,45.0,2.0,58.0
"(2019, 42)",3.0,16.0,0.0,8.0,30.0,1.0,33.0
"(2019, 43)",2.0,8.0,0.0,2.0,18.0,3.0,24.0
"(2019, 44)",0.0,4.0,1.0,2.0,22.0,1.0,7.0
"(2019, 45)",0.0,0.0,0.0,2.0,14.0,2.0,0.0
"(2019, 46)",1.0,1.0,0.0,2.0,14.0,1.0,5.0
"(2019, 47)",0.0,0.0,0.0,1.0,6.0,0.0,1.0
